latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,actiontype2,actionparam2,actiontype3,actionparam3,actiontype4,actionparam4,actiontype5,actionparam5,actiontype6,actionparam6,actiontype7,actionparam7,actiontype8,actionparam8,actiontype9,actionparam9,actiontype10,actionparam10,actiontype11,actionparam11,actiontype12,actionparam12,actiontype13,actionparam13,actiontype14,actionparam14,actiontype15,actionparam15,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode
51.40557800569238,-2.819293361259952,10,40,0.20000000298023224,0,1,-23,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
51.40575870784442,-2.8187086396997074,11,261,8.071681022644043,0,1,-18,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
51.40586908115436,-2.818989063831282,10,206,8.403009414672852,0,1,-24,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
51.40577203772893,-2.819259966939626,13,120,8.134867668151855,0,1,-43,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
51.405576277088926,-2.8189300552335226,14,21,11.856975555419922,0,1,-6,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.406533042606235,-2.818345618466992,1,0
51.4057767786829,-2.8179593803722582,14,265,3.78389048576355,0,1,-9,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
51.4058064164621,-2.817822059091668,40,336,0.2,0,1,-23,0,4000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.406533042606235,-2.818345618466992,1,0
51.40580457599805,-2.817822059091668,40,336,0.2,0,1,-23,4,360,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,0
51.40572385484205,-2.819078711887755,2,251,0.20000000298023224,0,1,-14,0,2000,3,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,51.40571762629111,-2.819107204542206,1,0
